,feature_name
LINC01685,LINC01685
HSPA12A,HSPA12A
ANKDD1B,ANKDD1B
TNS2,TNS2
USP44,USP44
PAK6,PAK6
SERHL2,SERHL2
FAM219A,FAM219A
ZBTB17,ZBTB17
B3GNT2,B3GNT2
PYCARD,PYCARD
RNF145,RNF145
NUPR2,NUPR2
VSIG8,VSIG8
RFX2,RFX2
PLCE1,PLCE1
RBBP8,RBBP8
RNF212,RNF212
CAP1,CAP1
TBC1D19,TBC1D19
PAK3,PAK3
PDE4DIP,PDE4DIP
PPP1R10,PPP1R10
RLN2,RLN2
BSPRY,BSPRY
TMEM192,TMEM192
COG6,COG6
GTF2H5,GTF2H5
HMHB1,HMHB1
PVT1,PVT1
STRADA,STRADA
KCND3,KCND3
DNHD1,DNHD1
DLG3,DLG3
PROZ,PROZ
PDZD8,PDZD8
ZNF462,ZNF462
LNX1,LNX1
FMNL2,FMNL2
SDR42E2,SDR42E2
GIMAP6,GIMAP6
OTUD7A,OTUD7A
RNASEH2A,RNASEH2A
GDF10,GDF10
HCG27,HCG27
DRC7,DRC7
IGFLR1,IGFLR1
CERCAM,CERCAM
TBC1D3D,TBC1D3D
CA8,CA8
SNX25,SNX25
RAD9A,RAD9A
SCPEP1,SCPEP1
SLC44A3,SLC44A3
LINC01597,LINC01597
TARS2,TARS2
RASGRF2,RASGRF2
GPI,GPI
TNFRSF21,TNFRSF21
KDM2B-DT,KDM2B-DT
CTBP2,CTBP2
ERFE,ERFE
MRTFA,MRTFA
GIMAP2,GIMAP2
PART1,PART1
TAF4B,TAF4B
MEOX1,MEOX1
FOXO1,FOXO1
ERVK3-1,ERVK3-1
PFN1,PFN1
PHLDB1,PHLDB1
SEPTIN11,SEPTIN11
S1PR4,S1PR4
PCDHGA5,PCDHGA5
GOLGA8R,GOLGA8R
SNCG,SNCG
CASP3,CASP3
ABHD3,ABHD3
MAP7D3,MAP7D3
SCIMP,SCIMP
ST6GAL1,ST6GAL1
PCDHGB6,PCDHGB6
TBKBP1,TBKBP1
NUGGC,NUGGC
GPR137C,GPR137C
CARHSP1,CARHSP1
KIF3A,KIF3A
ULBP3,ULBP3
KCNQ1,KCNQ1
FFAR1,FFAR1
NINL,NINL
LRP12,LRP12
DNASE1,DNASE1
THEM4,THEM4
ABHD17C,ABHD17C
IRAK4,IRAK4
RAP1GAP2,RAP1GAP2
RFESD,RFESD
ZNF250,ZNF250
ZNF703,ZNF703
MFGE8,MFGE8
ACVR1C,ACVR1C
SHISAL2A,SHISAL2A
TENT5B,TENT5B
GATA6,GATA6
NPTXR,NPTXR
RBM23,RBM23
FGF22,FGF22
CDH20,CDH20
CATSPERB,CATSPERB
ZNF563,ZNF563
GKAP1,GKAP1
LINC01635,LINC01635
SHARPIN,SHARPIN
GCLC,GCLC
DDX42,DDX42
WASIR2,WASIR2
GNG3,GNG3
SERPINB9P1,SERPINB9P1
SPRED1,SPRED1
ANTXR2,ANTXR2
C8G,C8G
ZC3H12D,ZC3H12D
LINC01374,LINC01374
FBXL22,FBXL22
MCM5,MCM5
DDHD2,DDHD2
ACP6,ACP6
ITPRIPL1,ITPRIPL1
CKAP2,CKAP2
LINC02851,LINC02851
ZNF540,ZNF540
MTMR12,MTMR12
ZNF595,ZNF595
TRIM34,TRIM34
TRA2B,TRA2B
PBK,PBK
USP32,USP32
CXXC5,CXXC5
APOBEC3F,APOBEC3F
LRATD2,LRATD2
RYBP,RYBP
PROX2,PROX2
ZNF267,ZNF267
RABEP2,RABEP2
S100PBP,S100PBP
TMEM98,TMEM98
ZNF431,ZNF431
SOX7,SOX7
RACGAP1,RACGAP1
VWDE,VWDE
DENND2A,DENND2A
ANKZF1,ANKZF1
SNN,SNN
SLC20A1,SLC20A1
RAD50,RAD50
FSIP1,FSIP1
LINC00877,LINC00877
CACNG8,CACNG8
MMP11,MMP11
CMTM6,CMTM6
WDR35,WDR35
ENAH,ENAH
ABHD15,ABHD15
ITPR1,ITPR1
HKDC1,HKDC1
NOMO2,NOMO2
PPFIBP1,PPFIBP1
LOXL2,LOXL2
AP1G1,AP1G1
ENOSF1,ENOSF1
DNAH10,DNAH10
MCM2,MCM2
CELA1,CELA1
ITGB7,ITGB7
CMTM1,CMTM1
ZBTB20-AS5,ZBTB20-AS5
CLIC2,CLIC2
BBS1,BBS1
TMEM263,TMEM263
SNX15,SNX15
RAPGEF2,RAPGEF2
ANKRD26,ANKRD26
MYDGF,MYDGF
CAPS,CAPS
SLC35D3,SLC35D3
PNMA1,PNMA1
MAP3K9,MAP3K9
DHRS13,DHRS13
PPP3CB,PPP3CB
SESN2,SESN2
PRRT2,PRRT2
COPG1,COPG1
SLC6A16,SLC6A16
GNAI3,GNAI3
MATN1,MATN1
EFHC2,EFHC2
STIMATE,STIMATE
ADRA2B,ADRA2B
WNT5A,WNT5A
PTPRN2,PTPRN2
TMOD1,TMOD1
RETREG1,RETREG1
XKR4,XKR4
ACLY,ACLY
SFXN5,SFXN5
ZMYND10,ZMYND10
RGN,RGN
SSTR2,SSTR2
MAX,MAX
DRC3,DRC3
NME1,NME1
NXPE3,NXPE3
LRRC32,LRRC32
SLC31A2,SLC31A2
RAMP2,RAMP2
LINC02595,LINC02595
ITPKB,ITPKB
TMEM205,TMEM205
CYP3A5,CYP3A5
FAM153CP,FAM153CP
MTTP,MTTP
DBF4,DBF4
PIGM,PIGM
LPAR5,LPAR5
PTTG1IP,PTTG1IP
PITX1,PITX1
RNF31,RNF31
ZNF318,ZNF318
ADRB1,ADRB1
BRMS1,BRMS1
MIR9-3HG,MIR9-3HG
SLC12A2,SLC12A2
ZMIZ2,ZMIZ2
RFTN2,RFTN2
SOGA3,SOGA3
PATJ,PATJ
LINC00663,LINC00663
PRKCA,PRKCA
FANCI,FANCI
CLEC4A,CLEC4A
RAB20,RAB20
FBXL13,FBXL13
RIMKLB,RIMKLB
SAXO2,SAXO2
ACSM1,ACSM1
GALNT8,GALNT8
CCNL1,CCNL1
NAP1L5,NAP1L5
DENND5B,DENND5B
ARL15,ARL15
CFDP1,CFDP1
TTTY10,TTTY10
UNG,UNG
NDRG4,NDRG4
TPRG1,TPRG1
RABGAP1L-DT,RABGAP1L-DT
TCTN1,TCTN1
SRGAP3,SRGAP3
DIRAS1,DIRAS1
ZNF709,ZNF709
NR1H3,NR1H3
TMEM106C,TMEM106C
ACAD9,ACAD9
CAPN5,CAPN5
ZBTB37,ZBTB37
MCM6,MCM6
PECR,PECR
LCORL,LCORL
LINC00324,LINC00324
NFATC1,NFATC1
RAB4B,RAB4B
CNKSR2,CNKSR2
PARD6B,PARD6B
